ID	PEER1	PEER2	PEER3	PEER4	PEER5	PEER6	PEER7	PEER8
SAMPLE119	-1.8999902009964	0.900332152843475	-1.08881592750549	0.0192419737577438	0.135264232754707	0.259693622589111	-0.102579966187477	0.007284686435014
SAMPLE120	0.692256152629852	0.142560198903084	1.1576554775238	1.67105185985565	1.07385075092316	-0.412703305482864	-0.597918272018433	-0.681050300598145
SAMPLE121	0.0824981331825256	-1.44793844223022	0.749006152153015	-0.670859694480896	-1.58985304832458	-2.26219940185547	-0.068722128868103	1.50070774555206
SAMPLE122	0.53110545873642	1.45830988883972	-0.182802557945251	0.608319997787476	-0.284526616334915	0.158795163035393	1.2809454202652	-0.170412078499794
SAMPLE123	2.17765188217163	-0.589378952980042	-1.16097772121429	-1.48223412036896	-0.815929412841797	-1.24531424045563	-0.372164011001587	0.32818478345871
SAMPLE124	0.681669414043427	-0.106577403843403	1.49170398712158	-0.494179844856262	0.346726566553116	-0.0653941631317139	1.30163145065308	0.348444193601608
SAMPLE125	1.17815911769867	-0.691886186599731	1.08071041107178	-0.442038148641586	-0.800251960754395	0.0837883502244949	-0.0287370830774307	-0.743516266345978
SAMPLE126	-0.269802957773209	0.524016559123993	0.771413922309875	-0.692692577838898	-1.24309766292572	-0.755987942218781	0.947390019893646	-2.083327293396
SAMPLE127	0.227813467383385	-0.0798497796058655	0.899705231189728	-1.56880748271942	0.893248438835144	0.257388591766357	-0.147702738642693	-0.269834190607071
SAMPLE128	0.944823622703552	0.136803507804871	0.601699948310852	1.26831948757172	0.696199476718903	-0.288650900125504	-0.367359519004822	-1.83895039558411
SAMPLE129	0.805980682373047	-1.78888356685638	0.407085776329041	0.239780947566032	-0.659159779548645	0.157909274101257	0.498992115259171	0.049053143709898
SAMPLE130	-0.378338605165482	-0.31147512793541	1.77120506763458	0.270862251520157	0.583149790763855	-0.289128243923187	-0.0835333913564682	-0.561906516551971
SAMPLE131	0.674093127250671	0.848939538002014	0.427482903003693	0.660028576850891	-0.698724329471588	-0.266933500766754	0.487250119447708	-0.256255030632019
SAMPLE132	3.15569663047791	-0.286224901676178	-0.149431750178337	-0.0740199163556099	-0.4073785841465	0.957125067710876	-1.18867015838623	0.897559762001038
SAMPLE133	-0.888579607009888	0.0991225466132164	-1.10991406440735	1.71255779266357	0.336447805166245	-1.24888217449188	-0.765240430831909	-0.413554191589355
SAMPLE134	-0.906283795833588	-0.658722996711731	0.431527942419052	-0.0822890028357506	-0.801729202270508	-0.663967072963715	0.712563991546631	0.657218992710114
SAMPLE135	0.117515355348587	0.811867475509644	1.17039310932159	-0.548706412315369	0.434047251939774	0.133913472294807	1.59596610069275	-0.619483768939972
SAMPLE136	0.511272490024567	0.334193199872971	0.328070014715195	0.777825176715851	2.86335968971252	0.99798047542572	0.390757411718369	-1.32976722717285
SAMPLE137	-0.748953700065613	-0.935547530651093	0.0638832002878189	-0.877731919288635	-0.787498414516449	0.451597690582275	0.642805099487305	0.326404124498367
SAMPLE138	0.748917877674103	-0.578797459602356	-0.565935492515564	-0.0806185603141785	-0.367263346910477	-0.214216753840446	0.0863991156220436	-0.0727775096893311
SAMPLE139	0.790647685527802	-0.356165200471878	0.226682081818581	-0.80972158908844	0.569148540496826	-0.101586505770683	-0.170919746160507	-0.122810035943985
SAMPLE140	-1.48344683647156	-1.73011255264282	-1.08262133598328	0.162430852651596	0.818039178848267	0.0236580409109592	-2.52477431297302	-0.0444620102643967
SAMPLE141	-0.0810246467590332	-0.0654499083757401	-0.332737505435944	-1.30863785743713	-0.732719242572784	-0.235077545046806	-0.416434675455093	-0.514578223228455
SAMPLE142	0.0486978478729725	0.951986312866211	1.24361431598663	3.64358901977539	-0.0759980455040932	-1.79152822494507	0.119017481803894	1.12810480594635
SAMPLE143	0.683907866477966	-0.498457580804825	0.063272088766098	0.686736226081848	0.94269597530365	1.64199042320251	0.25884160399437	0.0268530249595642
SAMPLE144	0.306887209415436	-0.366649657487869	-0.812854170799255	-0.526781857013702	-0.836939096450806	-1.01237034797668	0.608192324638367	-1.56582736968994
SAMPLE145	-0.585186421871185	0.543061435222626	0.587122738361359	-0.654781997203827	-1.67411541938782	0.61861127614975	0.0932645425200462	-1.09545421600342
SAMPLE146	1.08479559421539	0.231578812003136	-0.71451210975647	-0.75325483083725	1.18901467323303	1.17835748195648	0.0041051818989217	0.726171851158142
SAMPLE147	-1.25534522533417	0.468726515769958	0.13595275580883	0.275581061840057	0.293158978223801	0.397377640008926	-0.0147788319736719	-0.553505599498749
SAMPLE148	1.04904425144196	0.283250659704208	-0.910847306251526	-0.972730815410614	-0.797053813934326	-0.272620290517807	0.251306921243668	0.0443041920661926
SAMPLE149	-0.462023705244064	0.244312107563019	-1.76878440380096	-1.33636164665222	-0.866910874843597	0.756270051002502	0.0977774783968925	0.43723538517952
SAMPLE150	-0.138724774122238	1.63856518268585	1.020139336586	-1.41907048225403	0.197203457355499	-0.67820531129837	-0.540226399898529	-0.0064177918247878
SAMPLE151	-2.37201619148254	-1.15910530090332	0.61897200345993	-0.51620078086853	-0.560526907444	1.42587733268738	-1.83082377910614	0.649562060832977
SAMPLE152	-1.67542386054993	0.316085308790207	0.193836346268654	-0.807782530784607	0.391768306493759	-0.0979021191596985	0.010320633649826	1.56672430038452
SAMPLE153	0.205026656389236	0.180901139974594	0.249107390642166	-0.95243102312088	-2.80524015426636	-1.14415168762207	1.06250274181366	0.144535094499588
SAMPLE154	-0.157481417059898	-0.0239666793495417	0.385835349559784	-0.0653374791145325	1.07800805568695	0.845544219017029	-1.55111289024353	0.809162080287933
SAMPLE155	-0.0373736172914505	1.79637134075165	0.0565580539405346	0.652167022228241	0.407516568899155	-0.820513427257538	-0.560991644859314	2.45670509338379
SAMPLE156	1.10565483570099	0.0973514020442963	-1.04697942733765	-1.43515765666962	0.896481812000275	0.0529523454606533	-1.94397306442261	2.35664129257202
SAMPLE157	-0.838018000125885	-0.98401415348053	0.891624331474304	0.602440655231476	1.29841899871826	-0.351656436920166	-0.0509252101182938	0.629605650901794
SAMPLE158	-0.539081811904907	-1.11951923370361	-1.08407056331635	0.945939898490906	0.132351920008659	-0.127952948212624	0.388537675142288	-0.299555242061615
SAMPLE159	0.656858682632446	1.35688352584839	-0.165745794773102	-1.17703104019165	0.49599015712738	-0.154451608657837	-0.543844223022461	1.54085338115692
SAMPLE160	1.3255969285965	0.929279923439026	-1.15394616127014	0.102797344326973	-0.521563291549683	0.0533254742622375	0.865793704986572	0.301203042268753
SAMPLE161	-0.942294120788574	-0.521367609500885	-0.997778296470642	-0.211727455258369	0.108744233846664	1.3116637468338	1.5427725315094	1.84354972839355
SAMPLE162	-1.77491772174835	1.71933555603027	-3.32948112487793	0.990016579627991	-1.46536505222321	0.497677832841873	0.024417320266366	0.963196456432343
SAMPLE163	0.263892859220505	1.93865919113159	2.652174949646	-1.39387965202332	-0.371994346380234	-1.06995797157288	-0.950168669223785	0.423465222120285
SAMPLE164	-0.52309912443161	-0.117380008101463	0.758299589157104	0.0408165641129017	0.73059344291687	0.691027760505676	0.0637778639793396	1.25588011741638
SAMPLE165	0.238578930497169	-0.325938254594803	-1.01494145393372	-0.372752994298935	-0.16458897292614	-0.782686710357666	0.243669062852859	-1.01166605949402
SAMPLE166	-0.755290687084198	0.964438378810883	-0.17201817035675	-0.469151973724365	0.390848487615585	1.18626940250397	-0.205964162945747	1.2354987859726
SAMPLE167	0.0440860316157341	-0.476661592721939	0.92029732465744	1.17548501491547	1.05931532382965	0.007511930540204	-1.44399619102478	-2.46415901184082
SAMPLE168	-0.235890507698059	1.01088988780975	-1.79824113845825	0.247052505612373	0.401509493589401	0.493954092264175	-1.13016736507416	0.343491762876511
SAMPLE169	0.872559368610382	-1.19782304763794	-0.657834827899933	0.492449432611465	-0.233962759375572	-0.835079789161682	-0.688256144523621	-0.269285768270493
SAMPLE170	-0.809825241565704	-0.99420827627182	1.23189258575439	-0.104399129748344	0.679226100444794	1.09207999706268	2.01866865158081	0.0283562783151865
SAMPLE171	0.551326096057892	-0.506629347801208	-0.389609456062317	0.994433224201202	0.250519543886185	1.16333639621735	0.464519321918488	-0.0248849503695965
SAMPLE172	-0.809941053390503	-0.267561703920364	-0.0766357108950615	-1.85891449451447	-0.708714604377747	-0.0128512606024742	-0.56983083486557	-0.595628559589386
SAMPLE173	-1.15482938289642	-0.139515683054924	-0.681575119495392	-1.81272959709167	0.681868374347687	1.90095543861389	-1.29442000389099	-0.337901502847672
SAMPLE174	0.264404743909836	0.337533593177795	0.941122353076935	0.252441197633743	-1.77689683437347	-2.11242318153381	-0.0701678693294525	0.904667258262634
SAMPLE175	-1.50019228458405	0.542963445186615	-0.265451848506927	0.263132512569427	-0.249716401100159	0.677091300487518	-1.24323391914368	-1.52575016021729
SAMPLE176	-0.435140281915665	-0.044612430036068	0.249234259128571	-1.48611080646515	-0.72954910993576	-1.06137752532959	-0.0574710182845592	-0.251562029123306
SAMPLE177	0.0858023390173912	0.17049665749073	0.0426781922578812	0.845202088356018	0.169908583164215	1.05856740474701	0.122689336538315	0.143975675106049
SAMPLE178	1.03541922569275	-0.037168737500906	1.21223366260529	-0.724069714546204	1.37489187717438	0.399575620889664	-0.165677592158318	-0.708946704864502
SAMPLE179	0.56686943769455	0.975939571857452	2.24625444412231	-0.729151904582977	0.332967549562454	1.86151194572449	0.705880522727966	-0.320149540901184
SAMPLE180	1.79947984218597	-1.37035584449768	-0.893643915653229	0.228467687964439	1.2024918794632	1.13131105899811	1.29969024658203	-0.268568485975266
SAMPLE181	1.21272695064545	-1.02286732196808	-0.808169603347778	0.0726502314209938	-0.594372093677521	-0.467065542936325	1.43197047710419	0.44375142455101
SAMPLE182	-0.614396870136261	1.56798493862152	-0.642594218254089	1.03430986404419	-0.704216659069061	0.931728005409241	0.548678874969482	0.423239678144455
SAMPLE183	-0.035162091255188	-0.456212192773819	-0.447387248277664	0.392571866512299	-1.57561266422272	-1.53328657150269	1.20426189899445	0.567181527614594
SAMPLE184	-0.0754536688327789	-0.22322703897953	-0.469610154628754	1.02907621860504	-1.00235319137573	1.03757274150848	0.956634879112244	-0.684665858745575
SAMPLE185	-1.3417741060257	0.0451070480048656	0.785157859325409	1.04150080680847	0.340300709009171	-0.399164140224457	-0.442744046449661	0.856470942497253
SAMPLE186	0.0087851323187351	-0.164898902177811	-0.59014880657196	-0.0907333567738533	-0.331213742494583	0.106793381273746	-0.0236744768917561	-0.331793159246445
SAMPLE187	1.45131134986877	-1.28041648864746	-0.595763087272644	1.81792080402374	-0.74573814868927	1.71080088615417	-0.561328232288361	-0.674259543418884
SAMPLE188	0.989786505699158	0.708460688591003	-1.01039040088654	-1.22630167007446	0.766748070716858	0.148966491222382	1.02506518363953	-1.37174499034882
SAMPLE189	-1.3175904750824	-0.429416686296463	0.434329658746719	-0.615125179290771	-1.81400465965271	-0.576392531394958	1.44612288475037	0.412317216396332
SAMPLE190	-1.42731976509094	0.816137909889221	-0.369600147008896	-2.10976958274841	0.442493885755539	-0.501439869403839	0.794696033000946	-1.18766605854034
SAMPLE191	-0.491570025682449	1.68134915828705	1.51841068267822	0.332431435585022	-0.174460142850876	0.380912154912949	1.16692745685577	0.110103592276573
SAMPLE192	-1.15640962123871	-1.44744062423706	0.850954055786133	0.484279215335846	0.463516056537628	-0.199186474084854	-1.24107444286346	0.33948540687561
SAMPLE193	0.0726347789168358	0.133694723248482	0.653083622455597	-0.833262264728546	0.0044884583912789	-0.76246839761734	-1.23348569869995	-1.69013929367065
SAMPLE194	0.627924144268036	0.476011097431183	1.01952421665192	-1.29597640037537	0.587618172168732	0.487120687961578	1.29617369174957	0.0566110983490944
SAMPLE195	-1.3886923789978	-0.806677103042603	0.449327319860458	1.62055897712708	-1.40339386463165	-1.34533321857452	-1.88763523101807	-0.970848381519318
SAMPLE196	-1.44657599925995	-1.034259557724	-0.186117276549339	1.60339200496674	0.850852310657501	0.0740873515605927	0.725788295269012	0.290347993373871
SAMPLE197	0.668121039867401	-0.760526061058044	-1.78999531269073	-1.50986218452454	-0.28151524066925	0.456556171178818	0.593074262142181	1.48507261276245
SAMPLE198	0.266108274459839	1.18008601665497	0.686335206031799	0.639334321022034	1.62728404998779	0.272627413272858	0.971874177455902	-1.17051208019257
SAMPLE199	-1.31651103496552	-0.802686929702759	-1.35813987255096	-1.2722305059433	-0.298867225646973	-0.641138017177582	-0.248588055372238	-0.0847672671079636
SAMPLE1100	0.652046859264374	-0.964694082736969	-1.80944383144379	-0.299457132816315	-1.06898736953735	0.104021087288857	0.392720490694046	-0.31198713183403
