MarkerName	Weight	Zscore	P-value	Direction
O15327	200	0.8864606405748446	0.3753693545656722	?+
O95696	500	-1.4223248199448997	0.15493197682276313	--
Q9NVP4	200	1.1630067401438704	0.2448267677777691	?+
Q71F56	200	-1.0232970853414483	0.3061674014238358	?-
Q9H074	200	0.520900796199357	0.602435880738732	?+
P01574	200	-0.3495798238154448	0.7266540549419163	?-
Q8WVF2	200	1.6740080647759858	0.0941290143756371	?+
Q9Y5L3	200	2.913120139907789	0.0035783690149606	?+
P04183	300	1.6618832899609894	0.0965361777624701	+?
Q9BW62	200	1.4159991310683089	0.1567757588720263	?+
O00238	200	1.578504237871616	0.1144498153217939	?+
P41439	300	1.8889587578785183	0.0588973551643321	+?
O43240	300	-0.2229199086564948	0.8235978413654133	-?
Q9UNP9	200	-0.8670966957312015	0.385889030913541	?-
Q9UJY4	200	0.4042316276607889	0.6860423981541193	?+
Q8TBB5	200	-0.11257445326706149	0.9103679396145106	?-
Q9GZX5	200	0.8839445135822398	0.3767261662539457	?+
P51948	500	-1.2365733231054215	0.2162455288218995	--
O95980	300	0.19447822757257827	0.8458014421437505	+?
Q14681	200	1.9798668419733083	0.0477184931282143	?+
Q9H8W3	200	-0.15803683036394142	0.8744277769422447	?-
Q6EMB2	200	2.286148581100214	0.0222455677004045	?+
Q9Y676	200	0.4952630381224684	0.6204144581019435	?+
Q7Z3D4	200	0.8967174013871635	0.3698697327071379	?+
P16671	500	3.3868184189893347	0.0007070817004792061	++
O95905	200	0.47876814570796433	0.6321035803681807	?+
A6NI28	200	-0.7126314826887739	0.4760738249908041	?-
Q63HQ0	200	0.9055444823902642	0.3651770053820874	?+
Q96DA6	200	0.6665091163538315	0.5050857386462708	?+
Q969V3	200	1.0209841769786296	0.3072619354070135	?+
P78524	500	1.245347858790012	0.2130039106529441	++
P19429	300	2.1192156407163507	0.0340722470696626	+?
Q96F83	200	0.5383595201401786	0.5903288671462157	?+
Q9H7T3	200	1.102319445683591	0.2703228183261179	?+
P06493	300	0.6223726409113991	0.5336968661055308	+?
Q9Y6X0	200	2.0321101839081384	0.0421425026450187	?+
Q6ZSB9	200	0.9241181908518458	0.3554247832208839	?+
O43915	300	-1.086396103278897	0.2773037848257574	-?
P12081	300	1.3933028359060913	0.1635282334446397	+?
Q96KD3	200	-0.024757881502197803	0.980248086443266	?-
P19256	300	-0.12365327522549699	0.9015898086016204	-?
O14645	200	-0.30425566033061274	0.7609331226894509	?-
Q96BQ5	200	0.992385264016738	0.3210096245727766	?+
O15234	500	2.7846010834564408	0.005359361321704821	++
Q5VXU9	200	0.9815363673882359	0.3263283094858676	?+
P01133	300	0.562807583781781	0.5735659156217064	+?
O95447	200	-0.26719729696653527	0.7893172572274396	?-
P04066	300	3.751330866366207	0.0001758983932649	+?
Q9Y4C8	200	-1.7714062142709863	0.0764931759589358	?-
P49354	300	1.461322147395225	0.143927054685794	+?
Q96RT8	200	0.41487734447076874	0.6782316956231378	?+
Q9BZ29	200	-0.1498065163432996	0.8809172680806123	?-
P49788	500	2.437140552625728	0.014803923984273739	++
P50591	300	1.356358948793298	0.1749849879529671	+?
P10721	300	-1.632297596602609	0.1026168093064971	-?
P54819	300	0.687562387253073	0.4917284009360317	+?
Q13620	200	0.3860087318566442	0.6994902019689628	?+
Q8NER1	200	0.5879758875390685	0.5565484776240146	?+
Q9NYX4	200	2.2301477313377887	0.0257376369279647	?+
Q96E17	200	-0.15122466103111634	0.8797984973129769	?-
Q96ST8	200	0.40760324217873317	0.6835649836322993	?+
Q96NY9	200	0.7601207267545923	0.4471824243946981	?+
P24864	500	0.7242389103516822	0.46891907425775314	+-
Q92540	200	3.094978477759899	0.001968271789006	?+
A6NGE7	200	-2.3009396226660064	0.0213950440785745	?-
Q9C0E4	200	1.2525353617258859	0.2103748513726109	?+
Q9NXL2	200	-0.6117077562822061	0.5407311292478016	?-
O00327	300	0.3440816949799574	0.7307848486684227	+?
P08069	300	1.8632606114950077	0.0624256089451921	+?
P0C7M8	500	-1.001813890817829	0.31643348704375374	--
Q13591	200	0.21110431816536476	0.8328058707544894	?+
O14879	500	-0.4294603921354302	0.6675882121529206	-+
Q06609	200	-0.490797783283307	0.6235694780325683	?-
Q8TCX1	200	1.3196411733324425	0.1869548492860117	?+
P04180	300	5.3535669625465	8.623710057918053e-08	+?
O60469	500	3.491491155889163	0.0004803323676284096	++
Q8WV07	200	-1.551287523712214	0.1208327953747402	?-
O00534	300	1.7459003611928545	0.0808282671195964	+?
Q9Y235	200	1.051013568373797	0.2932523581794283	?+
O00451	300	-0.6217186753262034	0.5341268694403651	-?
P19474	300	1.6173238411945685	0.1058083955924692	+?
Q9HCH0	200	2.282089228703089	0.0224840727992199	?+
Q05925	200	-0.4103574475185262	0.6815437563730544	?-
P36551	500	1.1766028826106312	0.2393540467021802	++
Q96DN5	200	-0.6330498441666099	0.5267010938812383	?-
P35499	200	1.1462381146132719	0.251696641245907	?+
Q9HCJ2	200	-1.4076294268777603	0.1592408291303926	?-
Q9NRR4	200	0.4724385562032591	0.6366137892458823	?+
Q8IWE2	200	-4.284550406487824	1.8310909227837184e-05	?-
P15090	300	2.9549543524141764	0.0031271531587276	+?
P21695	300	4.385146816724505	1.1590757610493926e-05	+?
Q92794	200	-0.4973250812571409	0.618959827595064	?-
P03372	500	-1.7978298085511455	0.07220398204650198	--
P05455	300	0.14322163645133668	0.8861151425573068	+?
Q9NZQ0	200	0.5452432826819681	0.5855862066860262	?+
O75489	200	2.1196798855936625	0.0340330504137744	?+
P0C671	200	-0.7453779004529013	0.4560432998547096	?-
Q9H7B4	200	0.8784139576901455	0.3797191125133755	?+
P29466	500	-0.25954346604487605	0.7952159495931966	--
Q8N565	200	0.7991241872733235	0.4242184060066967	?+
P09211	500	-0.285137371986289	0.7755388992321676	-+
P21802	300	3.2176656575465774	0.0012923837167717	+?
P61026	300	1.8676297958697603	0.0618136902977642	+?
Q02505	200	3.0910012499309207	0.0019948279420749	?+
Q86XI6	200	0.9886472722952773	0.3228357489454786	?+
Q6V0L0	200	1.3314381617654028	0.1830448796295491	?+
O60481	200	0.8276952253607512	0.4078431238271559	?+
P02766	300	3.871185690643713	0.0001083072451853	+?
O75190	300	2.035018786352484	0.0418489827330561	+?
P06401	500	-1.0346566265283454	0.3008292986586649	--
Q96LR2	200	1.377791737415205	0.1682675978021848	?+
O14529	200	1.1331799782577403	0.2571386803771398	?+
Q96KB5	200	-1.3928692760226564	0.1636593247674682	?-
Q5NE16	200	0.651457275316058	0.5147513483313533	?+
Q96RS0	200	0.4080468924592938	0.6832392484935159	?+
Q02363	200	0.2890594452749772	0.7725358874114936	?+
P22692	300	4.017294881072599	5.8870039109813326e-05	+?
P11464	300	-1.752726644516754	0.0796489398825744	-?
P43652	300	4.712928194113904	2.441822605094871e-06	+?
Q9Y6M9	200	1.030773209889045	0.302647184101977	?+
Q9BUX1	200	-1.4469450194130244	0.1479123229004025	?-
Q5T481	200	0.31034666889173285	0.7562973452282724	?+
P01270	300	7.46172746474447	8.539538050825757e-14	+?
Q719I0	200	-0.3536118085537211	0.7236298235001817	?-
Q53S99	200	3.912326278220785	9.141129287950932e-05	?+
P14207	300	-1.5471978430886784	0.12181554593649	-?
O60237	500	2.3061872148346914	0.021100173662530565	++
O60462	300	-0.34115572920335563	0.7329863491122007	-?
O14793	300	-0.9077364398809311	0.3640174865434497	-?
Q96PL2	200	2.1937201892117812	0.028255531501649	?+
Q5XKL5	200	2.121569576682895	0.0338738994527226	?+
Q6L9W6	200	1.3356138565395868	0.1816755186925166	?+
Q96PV4	200	1.4074220043078545	0.1593022901067131	?+
P35557	200	0.5210270583684742	0.6023479220381576	?+
Q0P641	200	0.09634791015665177	0.9232442612430232	?+
Q13126	200	2.0327490728995445	0.0420778806831312	?+
Q9UJQ4	200	0.4556625555807703	0.6486326520700445	?+
Q9BRT2	200	-0.2847464918759395	0.7758383690325548	?-
O95988	500	1.3765820635571497	0.16864149948625962	++
P32456	500	0.23283957911586722	0.8158859777505033	+-
P05154	300	7.059861741546221	1.666683504281083e-12	+?
Q8N5H7	200	1.9255326001865292	0.054162761575729	?+
Q9UKS6	200	0.02516526908516947	0.9799231394325982	?+
Q8IYW4	200	-0.7992456755655768	0.424147971854081	?-
P07585	300	-0.31309007286441015	0.7542122309405427	-?
P08473	300	5.830110647733829	5.539063524696741e-09	+?
P22748	300	-1.4270132429360047	0.1535760774979331	-?
B0I1T2	200	0.7041027459051462	0.4813687902213897	?+
Q96LM6	200	2.4070293050603193	0.0160828792613957	?+
P17813	300	0.36351398643085664	0.7162209668299463	+?
Q8WVC0	200	0.8402063412339609	0.4007927035717543	?+
Q96A83	200	1.7936127120748033	0.0728750061142831	?+
P18564	500	2.8173718336347924	0.0048418434862722865	++
Q8N488	200	-1.1221070819832448	0.2618169130962452	?-
Q9BVC3	200	1.1145888874515513	0.2650266345235095	?+
P13647	500	4.1830860070543565	2.8757853288447047e-05	++
P17174	300	1.1177043562206137	0.2636932816404815	+?
Q8N8K9	200	-0.5466998624146666	0.5845849487506097	?-
P28827	300	1.396624389973019	0.1625265519251331	+?
Q14679	200	1.8594919528383023	0.0629574388429635	?+
Q9Y448	200	-0.5744932654484545	0.565634056514533	?-
P12821	300	-0.9283979923108977	0.3532011595857031	-?
Q6IS14	200	1.3991983713489224	0.1617535048474274	?+
Q9NXZ2	200	-0.26399646681296807	0.7917826412806965	?-
Q8TF44	200	-0.11946773894793832	0.9049047975448996	?-
Q9UNK4	200	1.3386029672204378	0.1806999596544186	?+
P29460	300	0.8751400367225542	0.381497714992616	+?
P43628	300	0.7006101429439685	0.4835463467607614	+?
Q9HBW1	200	-0.08397659641845062	0.9330750393809746	?-
P31350	500	3.941680969425092	8.091255262131268e-05	++
Q9H9F9	200	0.24452147103289562	0.806826975092091	?+
Q8WXG1	200	-1.0819007566979375	0.279296628607153	?-
Q9Y5A6	200	0.7592965057765447	0.4476752072965848	?+
Q495X7	200	1.0516120878104573	0.2929775596200863	?+
Q8NFR7	200	-0.7361783324575468	0.4616221766954927	?-
Q9H422	200	0.42426995917987925	0.6713689451487848	?+
O43653	300	0.7453161041377508	0.4560806479273528	+?
P30101	300	3.4570928261750935	0.0005460367238792	+?
Q9NYY1	200	0.08903418714715146	0.9290547405840496	?+
P63211	500	-0.45356812982599615	0.6501396964380852	--
Q9NWV8	200	0.55372228336365	0.5797689226604604	?+
Q9ULI4	200	1.7283780202639956	0.0839204734715012	?+
O60269	200	-0.3456060013192269	0.7296388352016481	?-
Q86VZ6	200	0.8179419213152374	0.4133903514135915	?+
Q7Z4H7	200	1.268878601389005	0.2044843654405725	?+
P49675	200	0.6159474297405635	0.5379292165919226	?+
Q96EW2	200	0.6017977865749793	0.5473087486741428	?+
Q17R60	200	-0.22805510192876186	0.8196034038273405	?-
Q9P0J1	200	0.08749624434247215	0.9302770705648584	?+
O95196	500	-3.3284272446691388	0.0008733781379140342	--
Q6ZMN7	200	0.6225647400647552	0.5335705879984713	?+
Q9NRX3	200	1.5128066300161107	0.1303287842355165	?+
Q8IY33	200	2.2629063809618137	0.0236414609707998	?+
Q96LP2	200	-1.176339996979878	0.239459038811466	?-
P51532	200	-0.16625075483290777	0.867959618579655	?-
Q6V0I7	200	0.871238027578812	0.3836242003273838	?+
Q9Y3E2	200	0.3945969425738348	0.6931403702863395	?+
P11684	300	-0.37888251886158764	0.7047751060469554	-?
Q8TDR0	200	0.9459527827077628	0.3441726698766508	?+
O14497	200	0.22348093303559943	0.8231612211338006	?+
P63010	500	3.395098140026963	0.0006860400429564815	++
Q6UY09	200	1.0572560799510227	0.2903947318888	?+
Q04759	200	-0.3553403267985572	0.7223346477079269	?-
Q9NQP4	200	0.2933969302115983	0.7692187716005858	?+
Q5T280	200	-0.6718471397304765	0.5016810151248623	?-
P13686	300	2.8653459593503996	0.0041655388050768	+?
O43464	300	2.0632529096830967	0.0390886055631928	+?
P35247	300	2.622731837698356	0.0087227898692186	+?
P29376	200	1.0710380621735325	0.2841523157833047	?+
P07949	300	4.785545797730309	1.7052329568115578e-06	+?
Q6JBY9	200	-0.7463991638652558	0.4554263242057831	?-
P04070	300	6.903953762336121	5.05747673865634e-12	+?
P25686	300	2.05368337386831	0.0400063467629524	+?
P20851	300	0.660499029694376	0.508933640955552	+?
Q8NF67	200	1.3504708780003534	0.1768649889168517	?+
P17568	300	2.621523448611211	0.008753774017718	+?
P05000	500	-0.8827162242315947	0.3773896139841254	--
Q96BH1	200	1.8983039080162603	0.0576560594673005	?+
Q9H2M3	200	1.3969465916989072	0.1624296323390661	?+
P09619	300	0.43191435475146567	0.6658036613216113	+?
Q6PIL6	200	-0.8425163997945007	0.3994989639196794	?-
Q9Y237	200	1.2976645783582694	0.1944026205905834	?+
Q969V4	200	0.5787763355017757	0.5627401007431563	?+
Q9UBV4	200	0.12483732357666434	0.9006523385668945	?+
O60268	200	0.6014270465595309	0.5475555888198609	?+
O14523	500	2.661943208855388	0.007769098522405347	++
Q96B23	200	-0.15582250115405882	0.8761729339125467	?-
Q969R5	200	-0.37471740937605447	0.7078706433139127	?-
Q5JXC2	200	2.0640754393259924	0.0390105642495437	?+
Q18PE1	200	0.1641930735049902	0.8695791536512194	?+
Q9UHL3	200	1.6349800317119578	0.1020532336738165	?+
Q9UKA1	200	0.4780399369929748	0.632621780291653	?+
P13688	300	2.3665907005324573	0.0179527747076342	+?
P29353	300	-1.5152317245686027	0.1297137316784862	-?
Q9BW66	200	2.0958693857473	0.0360937791277686	?+
Q9BW61	200	-0.07954235128924861	0.9366012468479468	?-
P27352	300	1.4806905885394368	0.138689043048606	+?
Q9UJX5	200	-0.12229635355941273	0.9026643197609971	?-
Q9UIH9	200	-0.4359107991902313	0.6629014495665664	?-
Q5T0Z8	200	0.2930205749214161	0.7695064250841323	?+
Q8IYB0	200	-0.2768018074805775	0.7819322932124537	?-
Q9GZV1	200	-1.076981274334343	0.281488631470292	?-
P00734	300	5.049510559157123	4.4294345503765147e-07	+?
Q96S42	200	0.7538988760887889	0.4509099455241946	?+
Q8IWV7	200	-0.30389687539313087	0.7612064583602316	?-
Q5TAX3	200	1.4531567830859695	0.1461802282218228	?+
P12931	300	0.7614539641492736	0.4463859656609585	+?
P35754	300	1.2092147534761621	0.2265803510884033	+?
Q8IYT8	200	0.8423240171898732	0.3996066110821559	?+
P16233	300	3.164569180650828	0.0015531273449293	+?
P42224	200	-0.38846060451522507	0.6976752025032611	?-
B7ZC32	200	2.0100303899663845	0.0444279725299943	?+
Q9Y4W2	200	-0.6556394390560343	0.5120561433643376	?-
Q63HN8	200	1.4796004959494284	0.1389798940780493	?+
Q9NS37	200	-1.0617906239994448	0.2883307472118868	?-
O00329	200	0.31589259460951347	0.7520840329920023	?+
O15354	300	6.883680048962267	5.832579624050595e-12	+?
P36969	200	1.9155954397849877	0.0554166104723173	?+
P54105	500	-0.1349881277453476	0.8926212610996751	+-
P26447	300	0.18503513080410147	0.853201480924698	+?
P54284	300	1.4167021925266818	0.1565700157561155	+?
Q07960	200	0.40348831665492546	0.6865890279197152	?+
P01591	500	2.302978622422192	0.021280045916975427	++
Q16644	200	0.44402918271570896	0.6570214852255454	?+
Q00994	500	-1.586814409617047	0.1125546842831669	-+
P51858	300	-0.8202396099610118	0.4120795254896795	-?
O15480	200	-0.1608999260727914	0.8721722205316688	?-
Q6IC83	200	1.8593658588600857	0.0629752976755538	?+
Q2KHR3	200	1.3222784225117026	0.1860754551885465	?+
Q14699	200	0.6597368560158462	0.5094227107649321	?+
Q9NX36	200	1.7008975601199232	0.0889622248762612	?+
Q9ULL8	200	0.4470828384073577	0.6548152496206339	?+
P02462	300	-3.459953768998524	0.0005402681367032	-?
P20340	300	0.6811919376964468	0.495750048817006	+?
Q5JUK9	200	-0.4361237136756622	0.6627469727964008	?-
Q9P109	200	0.9827181156015619	0.3257461922615318	?+
Q8IZU9	200	-0.9350904411341064	0.3497416923188829	?-
Q14129	200	-0.7599677094042219	0.4472738866481238	?-
Q5W0B1	200	0.7073136767240302	0.4793715681279454	?+
Q8IVE3	200	-0.6867438758076551	0.4922441427602744	?-
Q8IUB2	200	1.2165827111489087	0.223763023985051	?+
Q6ZN66	200	0.5527345711412723	0.5804451769377885	?+
P78395	500	-0.21342007404068944	0.8309993243472801	-+
P31689	500	-0.40254933792121034	0.6872797857917947	-+
Q9Y4I1	200	1.2879402356827485	0.1977667679860856	?+
Q6QNY1	200	-1.2524212236219645	0.2104164167216327	?-
O75888	300	1.3812562009097225	0.167200200034816	+?
Q5T0D9	200	1.2347105856239837	0.2169382348122114	?+
Q92935	200	-0.7995271692886662	0.4239847991018487	?-
O00602	300	3.244798271489615	0.0011753385436975	+?
P30307	200	-0.44952955000035566	0.6530496962914247	?-
Q9C0F1	200	1.1949830405816404	0.2320936563036023	?+
P48060	300	-1.115281295451093	0.2647298982133886	-?
Q5VTH2	200	-0.35596733401094127	0.7218650286490291	?-
Q8NDD1	200	-0.17650752846338935	0.8598952346788616	?-
O60229	200	1.3144717875790333	0.1886874861564357	?+
Q5T6F2	200	1.8418552305135	0.0654963287181631	?+
O75326	300	3.436279304111582	0.0005897626303494	+?
Q9Y2Y0	200	0.8955818542979879	0.3704761306183259	?+
P49116	200	-0.49135195133130305	0.6231775417228123	?-
O43301	200	-0.6780738398165831	0.497724876528074	?-
Q9H1A4	200	-0.07452573079879639	0.940592067875932	?-
Q96LW9	200	1.2007801753413738	0.2298364839215093	?+
Q8N987	200	0.1909211765272409	0.8485873488709551	?+
Q86X27	200	1.6994240830196055	0.0892393074799031	?+
P53985	300	1.6888975622741251	0.0912390625205731	+?
Q2KJY2	200	-0.1334619933196236	0.8938280202617139	?-
Q9UKF6	200	2.276207159173702	0.0228336136327534	?+
P00797	300	0.8913915910761385	0.3727191273342696	+?
Q9BU70	200	0.839006638410229	0.4014655844137611	?+
P55273	300	0.08635662372251182	0.9311829273209437	+?
Q9C0G6	200	-0.18523835521950793	0.8530420865138691	?-
Q9BQD3	200	1.184598268293781	0.2361763220496825	?+
Q8IVL6	200	-0.02351329774168537	0.9812408313540354	?-
P20908	300	1.4521063294249859	0.1464720423018377	+?
Q13112	200	1.5678517259715044	0.1169157400068181	?+
Q6AI39	200	0.6285587784205906	0.5296379543273444	?+
P54296	500	-1.621329545419457	0.1049469818358502	--
Q7Z6L0	200	-0.7837312152932944	0.4331978422000662	?-
Q8IWB1	200	-1.3627371347964816	0.1729653699667028	?-
P13598	300	0.2512388260236105	0.801629468166551	+?
Q9UKQ9	200	-0.20205162974442334	0.8398763617516456	?-
P20936	500	-0.7142496901236273	0.47507279558781335	-+
P41219	200	1.2922992825181656	0.1962535203484017	?+
P23141	300	8.066537375203453	7.23199498144853e-16	+?
Q8NA61	200	0.9846143766173091	0.3248135251528284	?+
P19320	300	-0.7416593581389981	0.4582937497598064	-?
P30279	500	-1.0330181548897721	0.30159540266455187	--
P62072	300	2.9084217085225714	0.0036325812064391	+?
Q5VYM1	200	-0.7807184736815418	0.4349680928480226	?-
P59910	200	-0.9881511554914256	0.3230786255550277	?-
O00273	300	0.5279493420032287	0.597534496579839	+?
P01563	200	1.0756001668607762	0.2821061127647737	?+
Q13323	200	0.72944421483838	0.4657299798700065	?+
Q7Z6L1	200	0.7112179793420126	0.4769491688051198	?+
Q9UKL0	200	0.7769437601722767	0.4371919517870377	?+
A6NMK8	200	-0.3208605114208818	0.7483161002450069	?-
P11234	300	-0.10431627556438465	0.9169183623462814	-?
Q9UNT1	200	-0.07603955573934948	0.9393876283495076	?-
Q6UXU4	200	-0.7279650145474871	0.4666350027938468	?-
Q9Y6Q2	200	0.5214635692326774	0.6020438776916861	?+
Q9UKL3	200	0.6953859169364978	0.4868134838503017	?+
Q9BVA0	200	1.6105672816097594	0.1072740698573886	?+
Q9UBI9	200	0.03966590525155812	0.9683594839408264	?+
Q9P0L9	200	-0.3895763800833953	0.6968498208176394	?-
A6NNA5	200	-0.32510101385354484	0.7451046216575143	?-
P51815	300	-1.2877195983697889	0.1978435888244852	-?
